date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:44:33	18920/18920	---M--	200	added ('OK')	application/font-woff	etag:%226a1b2c6b2a7103117fa02281727f5fc20dc57661%22	https://use.typekit.net/af/4eabcf/00000000000000003b9b12fd/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/4eabcf/00000000000000003b9b12fd/27/de196	(from https://use.typekit.net/ojv4ekx.css)
11:44:33	26876/26876	---M-Z	200	added ('OK')	font/opentype	etag:W/%226a1b2c6b2a7103117fa02281727f5fc20dc57661%22	https://use.typekit.net/af/4eabcf/00000000000000003b9b12fd/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/4eabcf/00000000000000003b9b12fd/27/ae196	(from https://use.typekit.net/ojv4ekx.css)
11:44:33	20844/20844	---M--	200	added ('OK')	application/font-woff2	etag:%22684916c5b26e4a0b64fda20d1a46eed91d1e1276%22	https://use.typekit.net/af/e90c07/000000000000000000017994/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/e90c07/000000000000000000017994/27/le196	(from https://use.typekit.net/ojv4ekx.css)
11:44:33	21016/21016	---M--	200	added ('OK')	application/font-woff	etag:%22684916c5b26e4a0b64fda20d1a46eed91d1e1276%22	https://use.typekit.net/af/e90c07/000000000000000000017994/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/e90c07/000000000000000000017994/27/de196	(from https://use.typekit.net/ojv4ekx.css)
11:44:34	28132/28132	---M-Z	200	added ('OK')	font/opentype	etag:W/%22684916c5b26e4a0b64fda20d1a46eed91d1e1276%22	https://use.typekit.net/af/e90c07/000000000000000000017994/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/e90c07/000000000000000000017994/27/ae196	(from https://use.typekit.net/ojv4ekx.css)
11:44:34	20748/20748	---M--	200	added ('OK')	application/font-woff2	etag:%22b56b23946ab7b4e70bada7722282a2f644812e6d%22	https://use.typekit.net/af/b30e05/000000000000000000017997/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/b30e05/000000000000000000017997/27/l652f	(from https://use.typekit.net/ojv4ekx.css)
11:44:34	21076/21076	---M--	200	added ('OK')	application/font-woff	etag:%22b56b23946ab7b4e70bada7722282a2f644812e6d%22	https://use.typekit.net/af/b30e05/000000000000000000017997/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/b30e05/000000000000000000017997/27/d652f	(from https://use.typekit.net/ojv4ekx.css)
11:44:34	28224/28224	---M-Z	200	added ('OK')	font/opentype	etag:W/%22b56b23946ab7b4e70bada7722282a2f644812e6d%22	https://use.typekit.net/af/b30e05/000000000000000000017997/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/b30e05/000000000000000000017997/27/a652f	(from https://use.typekit.net/ojv4ekx.css)
11:44:34	20976/20976	---M--	200	added ('OK')	application/font-woff2	etag:%22af9057508c4f6d659d0be38fe98b0a21807b6d2c%22	https://use.typekit.net/af/986195/00000000000000000001799f/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n8&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/986195/00000000000000000001799f/27/l7238	(from https://use.typekit.net/ojv4ekx.css)
11:44:35	21236/21236	---M--	200	added ('OK')	application/font-woff	etag:%22af9057508c4f6d659d0be38fe98b0a21807b6d2c%22	https://use.typekit.net/af/986195/00000000000000000001799f/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n8&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/986195/00000000000000000001799f/27/d7238	(from https://use.typekit.net/ojv4ekx.css)
11:44:35	28824/28824	---M-Z	200	added ('OK')	font/opentype	etag:W/%22af9057508c4f6d659d0be38fe98b0a21807b6d2c%22	https://use.typekit.net/af/986195/00000000000000000001799f/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n8&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/986195/00000000000000000001799f/27/a7238	(from https://use.typekit.net/ojv4ekx.css)
11:44:35	21012/21012	---M--	200	added ('OK')	application/font-woff2	etag:%220817265824d466037e15ad5cfae0c4bd88d03d75%22	https://use.typekit.net/af/0b81c7/0000000000000000000179a1/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/0b81c7/0000000000000000000179a1/27/le003	(from https://use.typekit.net/ojv4ekx.css)
11:44:35	21156/21156	---M--	200	added ('OK')	application/font-woff	etag:%220817265824d466037e15ad5cfae0c4bd88d03d75%22	https://use.typekit.net/af/0b81c7/0000000000000000000179a1/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/0b81c7/0000000000000000000179a1/27/de003	(from https://use.typekit.net/ojv4ekx.css)
11:44:36	28204/28204	---M-Z	200	added ('OK')	font/opentype	etag:W/%220817265824d466037e15ad5cfae0c4bd88d03d75%22	https://use.typekit.net/af/0b81c7/0000000000000000000179a1/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/Mes%20Sites%20Web/Portfolio/use.typekit.net/af/0b81c7/0000000000000000000179a1/27/ae003	(from https://use.typekit.net/ojv4ekx.css)
11:44:38	5455/5455	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2027%20Dec%202021%2010:44:35%20GMT	https://mattfarley.ca/img/mf-logo-white.svg	C:/Mes%20Sites%20Web/Portfolio/mattfarley.ca/img/mf-logo-white.html	(from https://mattfarley.ca/)
11:44:39	5455/5455	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2027%20Dec%202021%2010:44:36%20GMT	https://mattfarley.ca/img/logos/netflix.svg	C:/Mes%20Sites%20Web/Portfolio/mattfarley.ca/img/logos/netflix.html	(from https://mattfarley.ca/mentorship.html)
11:44:39	0/-1	---M--	504	error ('')			https://mattfarley.ca/img/projects/glcsolutions.png	C:/Mes%20Sites%20Web/Portfolio/mattfarley.ca/img/projects/glcsolutions.html	(from https://mattfarley.ca/)
11:44:40	13562/13562	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2027%20Dec%202021%2010:44:36%20GMT	https://mattfarley.ca/img/logos/yelp.svg	C:/Mes%20Sites%20Web/Portfolio/mattfarley.ca/img/logos/yelp.html	(from https://mattfarley.ca/mentorship.html)
11:44:40	6246/6246	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2027%20Dec%202021%2010:44:36%20GMT	https://mattfarley.ca/img/logos/sony.svg	C:/Mes%20Sites%20Web/Portfolio/mattfarley.ca/img/logos/sony.html	(from https://mattfarley.ca/mentorship.html)
11:44:41	9789/9789	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2027%20Dec%202021%2010:44:38%20GMT	https://mattfarley.ca/img/logos/ylbuilders.svg	C:/Mes%20Sites%20Web/Portfolio/mattfarley.ca/img/logos/ylbuilders.html	(from https://mattfarley.ca/)
11:44:41	9324/9324	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2027%20Dec%202021%2010:44:38%20GMT	https://mattfarley.ca/img/logos/basin.svg	C:/Mes%20Sites%20Web/Portfolio/mattfarley.ca/img/logos/basin.html	(from https://mattfarley.ca/)
11:44:47	5455/5455	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2027%20Dec%202021%2010:44:43%20GMT	https://mattfarley.ca/img/logos/domain7.svg	C:/Mes%20Sites%20Web/Portfolio/mattfarley.ca/img/logos/domain7.html	(from https://mattfarley.ca/)
11:44:47	1871/1871	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2027%20Dec%202021%2010:44:44%20GMT	https://mattfarley.ca/img/mf-logo-white.svg	C:/Mes%20Sites%20Web/Portfolio/mattfarley.ca/img/mf-logo-white.html	(from https://mattfarley.ca/)
11:44:47	5455/5455	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2027%20Dec%202021%2010:44:44%20GMT	https://mattfarley.ca/img/logos/indeed.svg	C:/Mes%20Sites%20Web/Portfolio/mattfarley.ca/img/logos/indeed.html	(from https://mattfarley.ca/mentorship.html)
11:44:47	1/1	---M--	200	added ('OK')	text/plain	etag:%2261966cf2-1%22	https://use.typekit.net/robots.txt		(from https://use.typekit.net/ojv4ekx.css)
11:44:47	0/-1	---M--	504	error ('')			https://mattfarley.ca/img/projects/glcsolutions.png	C:/Mes%20Sites%20Web/Portfolio/mattfarley.ca/img/projects/glcsolutions.html	(from https://mattfarley.ca/)
11:44:48	5455/5455	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2027%20Dec%202021%2010:44:45%20GMT	https://mattfarley.ca/img/logos/netflix.svg	C:/Mes%20Sites%20Web/Portfolio/mattfarley.ca/img/logos/netflix.html	(from https://mattfarley.ca/mentorship.html)
11:44:48	5455/5455	---MC-	504	error ('Gateway%20Time-out')	text/html	date:Mon,%2027%20Dec%202021%2010:44:45%20GMT	https://mattfarley.ca/img/logos/indeed.svg	C:/Mes%20Sites%20Web/Portfolio/mattfarley.ca/img/logos/indeed.html	(from https://mattfarley.ca/mentorship.html)
